"Data Year","ID","Property Name","Reporting Status","Address","ZIP Code","Chicago Energy Rating","Exempt From Chicago Energy Rating","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","Water Use (kGal)","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location"
"2018","250054","Tilden HS -CPS","Exempt","4747 S Union Ave","60609",,"true","NEW CITY",,"328,514",,"1","1,849",,,,,,,,,,,,,"41.80752063","-87.64210109","POINT (-87.64210109 41.80752063)"
"2018","256430","Cunningham Hall","Exempt","3100 S Michigan Avenue","60616",,"true","DOUGLAS",,"70,269",,"1",,,,,,,,,,,,,,"41.842325","-87.62715344","POINT (-87.62715344 41.842325)"
"2018","174184",,"Exempt","2545 2555 S MARTIN LUTHER KING DR","60616",,"true","NEAR SOUTH SIDE",,"370,547",,"1","226",,,,,,,,,,,,,"41.84655399","-87.6170439","POINT (-87.6170439 41.84655399)"
"2018","175676","4554 N BROADWAY ST","Not Submitted","4554 N BROADWAY ST","60640","0.0","false","UPTOWN",,"90,000",,"1",,,,,,,,,,,,,,"41.96465048","-87.65732443","POINT (-87.65732443 41.96465048)"
"2018","101572","King College Prep -CPS","Exempt","4445 S Drexel Blvd","60653",,"true","KENWOOD",,"310,545",,"1","50",,,,,,,,,,,,,"41.81384927","-87.60295407","POINT (-87.60295407 41.81384927)"
"2018","103617","33 E Congress","Not Submitted","33 E Congress Pkwy","60605","0.0","false","LOOP",,"153,876",,"1","984",,,,,,,,,,,,,"41.87540112","-87.62651136","POINT (-87.62651136 41.87540112)"
"2018","172637",,"Exempt","800 900 W 115TH ST","60643",,"true","MORGAN PARK",,"170,500",,"1","18",,,,,,,,,,,,,"41.6981819","-87.66236671","POINT (-87.66236671 41.6981819)"
"2018","101263","900 W ARGYLE ST","Not Submitted","900 W ARGYLE ST","60640","0.0","false","UPTOWN",,"72,000",,"1","3,226",,,,,,,,,,,,,"41.97223008","-87.6645957","POINT (-87.6645957 41.97223008)"
"2018","173751",,"Exempt","3134 N Clark St","60657",,"true","LAKE VIEW",,"57,582",,"1","174",,,,,,,,,,,,,"41.93876814","-87.64971015","POINT (-87.64971015 41.93876814)"
"2018","175126",,"Exempt","7750 7752 S MUSKEGON AVE","60649",,"true","SOUTH SHORE",,"50,659",,"1","2,863",,,,,,,,,,,,,"41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2018","251525","Tilton-CPS","Exempt","223 N Keeler Ave","60624",,"true","WEST GARFIELD PARK",,"104,888",,"1","1,550",,,,,,,,,,,,,"41.88386042","-87.73025708","POINT (-87.73025708 41.88386042)"
"2018","156139",,"Exempt","300 308 N MICHIGAN AVE","60601",,"true","LOOP",,"90,000",,"1","78",,,,,,,,,,,,,"41.88705869","-87.62457697","POINT (-87.62457697 41.88705869)"
"2018","252078","UNO Soccer Academy High School","Not Submitted","5025 S ST LOUIS","60632","0.0","false","GAGE PARK",,"93,408",,"1","638",,,,,,,,,,,,,"41.80806486","-87.71097656","POINT (-87.71097656 41.80806486)"
"2018","102397",,"Exempt","1734 N PAULINA ST","60622",,"true","WEST TOWN",,"95,110",,"1","5,940",,,,,,,,,,,,,"41.90225377","-87.68447845","POINT (-87.68447845 41.90225377)"
"2018","250042","Crane Achievement Academy -CPS","Exempt","2245 W Jackson Blvd","60612",,"true","NEAR WEST SIDE",,"419,415",,"1","3,612",,,,,,,,,,,,,"41.87687683","-87.68324233","POINT (-87.68324233 41.87687683)"
"2018","101420","Chicago Acad-CPS","Submitted","3400 N Austin Ave","60634","2.0","false","DUNNING","K-12 School","250,844","1934","1","3,338","50","6,842,281.5","17,401,280.6",,,,"96.6","149.2","95.1","146.6","2,062.6","8.2","41.94253753","-87.77737003","POINT (-87.77737003 41.94253753)"
"2018","160414","Cambria Hotel","Submitted","32 w randolph","60601","4.0","false","LOOP","Hotel","246,313","1926","1","2,261","96","5,852,859.5","7,186,100",,,,"52.9","97.2","53.1","97.3","1,355.4","5.5","41.88503972","-87.62899559","POINT (-87.62899559 41.88503972)"
"2018","173625","Burnham 600","Submitted","600 W. Jackson Blvd.","60661","4.0","false","NEAR WEST SIDE","Office","103,863","1912","1","988","68","3,960,868","6,840,477.2",,,,"104","175.9","101.5","173.2","1,022.3","9.8","41.87801775","-87.64319149","POINT (-87.64319149 41.87801775)"
"2018","175603","Gateway Centre 175603 Building A (Marshalls)","Submitted","1701-1741 W. Howard","60626","1.0","false","ROGERS PARK","Strip Mall","66,676","1980","1","6,541",,"15,005,614.3","5,668,342.2",,,,"310.1","719.4","312.3","721.8","2,797.5","42","42.019356","-87.67389","POINT (-87.67389 42.019356)"
"2018","251684","Marine Lead-CPS","Submitted","1920 N Hamlin Ave","60647","2.5","false","LOGAN SQUARE","K-12 School","126,540","1997","1","706","60","4,342,636.6","4,698,507.6",,,,"71.4","135.1","69.8","133.3","972","7.7","41.9159824","-87.72248643","POINT (-87.72248643 41.9159824)"
"2018","251223","564 West Randolph","Submitted","564 West Randolph Street","60661","4.0","false","NEAR WEST SIDE","Office","119,829","1908","1","2,718","48","6,146,997.8","5,609,887.9",,,,"98.1","192.8","98.1","192.8","1,320.6","11","41.88463844","-87.64232477","POINT (-87.64232477 41.88463844)"
"2018","100431","1100 N Clark St","Exempt","1100 N Clark St","60610",,"true","NEAR NORTH SIDE",,"156,250",,"1","297",,,,,,,,,,,,,"41.90237775","-87.63184484","POINT (-87.63184484 41.90237775)"
"2018","251706","Gale Community Academy, Stephen F -CPS","Exempt","1631 W Jonquil Ter","60626",,"true","ROGERS PARK",,"157,400",,"1","1,548",,,,,,,,,,,,,"42.02112546","-87.67174773","POINT (-87.67174773 42.02112546)"
"2018","101839","120 South Riverside Plaza","Submitted","120 South Riverside Plaza","60606","4.0","false","NEAR WEST SIDE","Office","787,045","1966","1","8,034",,"27,877,353.6","19,661,199.2",,,,"60.4","125.4","59.3","124.2","5,682.1","7.2","41.87996528","-87.63907767","POINT (-87.63907767 41.87996528)"
"2018","115860","Printers Row Lofts","Submitted","732 S. Financial Place","60605","4.0","false","LOOP","Multifamily Housing","198,049","1908","1","4,294","94","2,755,425.1","9,213,199.8",,,,"60.4","87.8","55.8","82","947.8","4.8","41.86863212","-87.62730687","POINT (-87.62730687 41.86863212)"
"2018","251668","Ravenswood E-CPS","Submitted","4332 N PAULINA ST","60613","2.5","false","LAKE VIEW","K-12 School","76,423","1884","1","780","58","1,252,834.9","4,976,765.8",,,,"81.5","114.3","78.9","111.5","472.8","6.2","41.96092641","-87.6712754","POINT (-87.6712754 41.96092641)"
"2018","120347","1033 Van Buren","Submitted","1033 West Van Buren","60607","3.0","false","NEAR WEST SIDE","Office","82,712","1905","1","837","54","2,994,224.1","3,755,636.7",,,,"81.6","149","78.5","144.8","697.6","8.4","41.87626485","-87.65305417","POINT (-87.65305417 41.87626485)"
"2018","101869","Hotel Chicago","Submitted","333 N. Dearborn","60654","1.5","false","NEAR NORTH SIDE","Hotel","222,154","1960","1","8,605","36","8,514,543.6","6,038,373.2",,"8,848,223.9","7,864,700.1","140.7","214.7","141.3","215.5","2,725.8","12.3","41.88833261","-87.62950362","POINT (-87.62950362 41.88833261)"
"2018","173759","Plaza 32 Condominium Association","Submitted","3224-3244 N. Halsted St.","60657","3.0","false","LAKE VIEW","Multifamily Housing","273,284","2000","1","7,883","69","6,712,335.5","10,988,665.4",,,,"64.8","111","63.7","109.8","1,700.4","6.2","41.9398511","-87.65844752","POINT (-87.65844752 41.9398511)"
"2018","103409","7733 S SOUTH SHORE DR","Not Submitted","7733 S SOUTH SHORE DR","60649","0.0","false","SOUTH SHORE",,"70,812",,"1","5,204",,,,,,,,,,,,,"41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2018","175415","Parkview Residences","Submitted","5920 N Ridge","60660","4.0","false","EDGEWATER","Multifamily Housing","55,000","1920","1","1","85","143,431.7","4,652,479.4",,,,"87.2","96.1","88.3","97.3","271","4.9","41.99090057","-87.66660744","POINT (-87.66660744 41.99090057)"
"2018","120267","Pete's Madison","Submitted","2333 W. Madison","60612","4.0","false","NEAR WEST SIDE","Supermarket/Grocery Store","66,000","2013","1","5,974","99","833,564.9","8,879,900.3",,,,"147.2","176.6",,,"610.3","9.2","41.881165","-87.684802","POINT (-87.684802 41.881165)"
"2018","129735","Villa at Windsor Park","Submitted","2649 E 75th St","60649","1.0","false","SOUTH SHORE","Senior Care Community","97,826","1998","1","7,451","16","5,520,762.7","9,302,782.3",,,,"151.5","257.9","149.8","255.8","1,412.6","14.4","41.759248","-87.559768","POINT (-87.559768 41.759248)"
"2018","101722","500 West Monroe","Submitted","500 West Monroe","60661","4.0","false","NEAR WEST SIDE","Office","1,153,491","1992","1","11,211","64","72,188,093.4",,,,,"62.6","175.2","60.3","168.9","12,009.5","10.4","41.880609","-87.639778","POINT (-87.639778 41.880609)"
"2018","251312","#1961 Elston/Leavitt","Submitted","2542 Elston Ave","60622","2.0","false","LOGAN SQUARE","Retail Store","119,178","2002","1","356","44","6,392,129.5","5,137,456.8",,,,"96.7","195.4","96.5","194.3","1,336.3","11.2","41.927702","-87.681329","POINT (-87.681329 41.927702)"
"2018","102331","DisneyMagnet-CPS","Submitted","4140 N Marine Dr","60613","1.0","false","UPTOWN","K-12 School","260,140","1971","1","1,672","10","15,991,624.3","7,510,599.1",,,,"90.3","202.4","89.6","201.6","3,059.4","11.8","41.95672595","-87.64700522","POINT (-87.64700522 41.95672595)"
"2018","253952","Catherine Courts Condominium Association of Chicago","Not Submitted","8439-8503 W Catherine Ave","60656","0.0","false","OHARE",,"149,754",,"1","11,614",,,,,,,,,,,,,"41.97098435","-87.80359537","POINT (-87.80359537 41.97098435)"
"2018","175899","Illinois Center Lakeshore Athletic Club","Not Submitted","211 N STETSON AVE","60601","0.0","false","LOOP",,"110,990",,"1","5,487",,,,,,,,,,,,,"41.88595973","-87.62226453","POINT (-87.62226453 41.88595973)"
"2018","100623","1345 1359 W ESTES AVE","Not Submitted","1345 1359 W ESTES AVE","60626","0.0","false","ROGERS PARK",,"76,125",,"1","5,942",,,,,,,,,,,,,"42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2018","103640","One North LaSalle","Submitted","1 N. LaSalle","60602-3902","4.0","false","LOOP","Office","554,777","1929","1","4,998","53","16,691,715.5","30,018,227.8",,,,"84.2","141.1","83.9","140.7","4,371.3","7.9","41.8823233","-87.6320043","POINT (-87.6320043 41.8823233)"
"2018","124312","Elston Plaza","Exempt","5033 N Elston Ave","60630",,"true","ALBANY PARK",,"86,894",,"1","8,509",,,,,,,,,,,,,"41.97217299","-87.7466969","POINT (-87.7466969 41.97217299)"
"2018","101356","DePaul College Prep","Not Submitted","3633 N. California","60618","0.0","false","IRVING PARK","K-12 School","202,400","1961","1","796",,,"11,418,334.2",,,,,,,,,,"41.94809411","-87.69742569","POINT (-87.69742569 41.94809411)"
"2018","172544","Technology Business Center","Submitted","3440 S. Dearborn Street","60616","1.0","false","DOUGLAS","Office","144,195","1943","1","17,149",,"10,283,474.6",,"19,342,799.9","15,344,736",,"311.9","457.9","308.6","454.1","3,803.8","26.4","41.83131494","-87.62845898","POINT (-87.62845898 41.83131494)"
"2018","251215","Hilliard Homes Phase I Limited Partnership (Family)","Submitted","2031 S Clark","60616","2.5","false","NEAR SOUTH SIDE","Multifamily Housing","173,883","1966","1","3,613","60","4,100,862.3","12,467,439.3",,,,"95.3","141.3","95.6","140","1,344.4","7.7","41.85459144","-87.62898163","POINT (-87.62898163 41.85459144)"
"2018","251678","Hernandez-CPS","Submitted","5440 S St Louis Ave","60632","2.0","false","GAGE PARK","K-12 School","127,162","2007","1","897","43","5,169,917","3,924,709.6",,,,"71.5","146.2","70.5","145","1,068.5","8.4","41.794143","-87.710961","POINT (-87.710961 41.794143)"
"2018","255957","Old Town Park","Exempt","1140 N Wells St","60610",,"true","NEAR NORTH SIDE",,"604,469",,"1","5,718",,,,,,,,,,,,,"41.9056301","-87.6322449","POINT (-87.6322449 41.9056301)"
"2018","119757","CHICAGO SOUTH PULASKI (1879)","Submitted","4433 S PULASKI RD","60632","3.0","false","ARCHER HEIGHTS","Retail Store","120,964","2004","1","1,902","68","6,406,811.3","2,865,900",,,,"76.7","173.2","74.9","170","1,218.1","10.1","41.8125112","-87.72197845","POINT (-87.72197845 41.8125112)"
"2018","117702","AceTechChrt-CPS","Submitted","5400 S State St","60609","3.5","false","WASHINGTON PARK","K-12 School","68,331","1963","1","226","77","579,911","3,106,130.7",,,,"53.9","71.5","52.4","69.9","261.5","3.8","41.796361","-87.625781","POINT (-87.625781 41.796361)"
"2018","138379","6200 N Hiawatha Ave","Submitted","6200 N Hiawatha Ave","60646","4.0","false","FOREST GLEN","Office","117,780","1968","1","260","81","4,626,515",,,,,"39.3","110","38.5","107.9","769.7","6.5","41.99367467","-87.74969325","POINT (-87.74969325 41.99367467)"
"2018","102838","233-Senior Suites of Hegewisch","Submitted","13550 S. Avenue O","60633","2.5","false","HEGEWISCH","Senior Care Community","60,600","2002","1","4,975","40","1,729,331.3","4,177,000.1",,,,"97.5","152.3","100.6","155.6","509.6","8.4","41.65140357","-87.54582933","POINT (-87.54582933 41.65140357)"
"2018","104735","2516 N Kedzie LP","Submitted","2516-26 N Kedzie","60647","4.0","false","LOGAN SQUARE","Multifamily Housing","50,000","1920","1","1,239","100","134,084.8","17,827.8",,,,"3","7.9","2.9","7.6","23.3","0.5","41.92075046","-87.70152825","POINT (-87.70152825 41.92075046)"
"2018","173730","Beachwalk Apartments","Submitted","420 W. Fullerton","60614","4.0","false","LINCOLN PARK","Multifamily Housing","60,000","1924","1","2,498","80","1,085,841.7","4,513,066.1",,,,"93.3","129.7","92.2","126.6","420.4","7","41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)"
"2018","251883","Stewart School Lofts","Exempt","4525 N Kenmore Ave","60640",,"true","UPTOWN",,"94,950",,"1",,,,,,,,,,,,,,"41.96435855","-87.65577306","POINT (-87.65577306 41.96435855)"
"2018","251373","Mitchell Sch-CPS","Submitted","2233 W Ohio St","60612","2.5","false","WEST TOWN","K-12 School","56,385","1891","1","1,005","57","1,051,072.1","3,263,889.7",,,,"76.5","113","73.8","110.1","348.2","6.2","41.89196664","-87.68318157","POINT (-87.68318157 41.89196664)"
"2018","162325","Sweeting Center 860 N. LaSalle","Submitted","860 N. LaSalle","60610","4.0","false","NEAR NORTH SIDE","College/University","119,629","1991","1","1,432",,"3,382,837.6","3,186,600.4",,,,"54.9","107.1","55.1","107.2","732","6.1","41.89852625","-87.63353124","POINT (-87.63353124 41.89852625)"
"2018","253986","430 W. Erie LLC","Submitted","430 W. Erie St.","60654","3.0","false","Near North Side","Office","68,862","1915","1",,"61","2,821,045","2,640,410.6",,,,"79.3","155","78.4","153.3","609.6","8.9","41.8915802","-87.63784","POINT (-87.63784 41.8915802)"
"2018","159637","Hawthorne House","Submitted","3450 N Lake Shore Drive","60657","3.5","false","LAKE VIEW","Multifamily Housing","530,632","1968","1","15,122","57","10,257,420.5","36,561,696.8",,,,"88.2","126.5","89","127.3","3,648.4","6.9","41.94513227","-87.64221298","POINT (-87.64221298 41.94513227)"
"2018","251789","Parish_StHedwig","Submitted","2226 N. Hoyne Ave.","60647","2.0","false","LOGAN SQUARE","Other","100,888","1950","5","1,119",,"1,943,306.6","9,331,398.5",,,,"111.8","151.1",,,"818.9","8.1","41.92225236","-87.68068171","POINT (-87.68068171 41.92225236)"
"2018","252042","Edelstone Center","Submitted","6030 South Ellis Avenue","60637","2.0","false","WOODLAWN","Office","59,741","1966","1","444","33","2,153,709",,"5,103,156","734,628",,"133.8","214.9","134.2","215.4","735.9","12.3","41.78488949","-87.60149582","POINT (-87.60149582 41.78488949)"
"2018","157767","Roosevelt Hi-CPS","Submitted","3436 W WILSON AVE","60625","3.0","false","ALBANY PARK","K-12 School","319,900","1927","1","8,752","69","5,521,441.7","17,637,565.3",,,,"72.4","106.2","71.5","105.4","1,855.4","5.8","41.96501325","-87.71451268","POINT (-87.71451268 41.96501325)"
"2018","131375","BAI Century, LLC","Submitted","2828 N. Clark St.","60657","2.0","false","LAKE VIEW","Enclosed Mall","174,386","1925","1","2,873",,"13,006,086.8","6,313,388.4",,,,"110.8","246.8","110.8","246.8","2,499.1","14.3","41.93377119","-87.64632294","POINT (-87.64632294 41.93377119)"
"2018","243703","The Newport CA","Submitted","4800 S. Chicago Beach Drive","60615","4.0","false","KENWOOD","Multifamily Housing","770,012","1963","2","33,078","69","8,404,800.1","67,689,736.4",,,,"98.8","122.9","100.5","124.6","4,993.6","6.5","41.80656841","-87.58670323","POINT (-87.58670323 41.80656841)"
"2018","101919","Marquette Building","Submitted","140 South Dearborn Street","60603","2.5","false","LOOP","Office","372,265","1895","1","6,615","49","24,386,911.7","2,032,300",,"6,201,072.1",,"87.6","204.3","86.3","201.1","4,491.9","12.1","41.87977522","-87.62973114","POINT (-87.62973114 41.87977522)"
"2018","172055","Catalyst-Maria","Submitted","6727 S. California Avenue","60629","4.0","false","CHICAGO LAWN","K-12 School","175,970","1951","1","3,462","96","1,142,483.6","7,600,204.3",,,,"49.7","63.5","50.4","64.3","593.8","3.4","41.77105313","-87.69247557","POINT (-87.69247557 41.77105313)"
"2018","251241","212 East Cullerton CA","Submitted","212 E. Cullerton","60616","2.0","false","NEAR SOUTH SIDE","Multifamily Housing","158,136","2004","1","5,660","45","5,091,516.1","6,785,450.9",,,,"75.1","135.2","73.3","131.4","1,207.5","7.6","41.85554","-87.621981","POINT (-87.621981 41.85554)"
"2018","254362","Fox Ford Lincoln Midwest","Submitted","2501 N Elston Avenue","60647","3.0","false","Logan Square","Automobile Dealership","146,000","2015","1","1,077",,"7,307,613.5","5,852,518.2",,,,"90.1","182.2","87.2","176.7","1,526.6","10.5","41.91723891","-87.68490143","POINT (-87.68490143 41.91723891)"
"2018","251947","BSLC","Submitted","924 E. 57th St.","60637","2.0","false","HYDE PARK","Laboratory","175,729","1993","1","15,340",,"27,931,058.5",,"47,246,579.8",,,"427.8","768.5","427.7","768.1","7,783.8","44.3","41.79195215","-87.60279582","POINT (-87.60279582 41.79195215)"
"2018","251608","Gunsaulus Sc-CPS","Submitted","4418 S Sacramento","60632","2.0","false","BRIGHTON PARK","K-12 School","106,519","1924","1","932","45","1,701,848.6","8,296,215",,,,"93.9","126.5","90.3","122.9","723.8","6.8","41.813268","-87.699299","POINT (-87.699299 41.813268)"
"2018","175845","2451 W HOWARD ST","Not Submitted","2451 W HOWARD ST","60645","0.0","false","WEST RIDGE",,"77,015",,"1","3,812",,,,,,,,,,,,,"42.00880199","-87.69502812","POINT (-87.69502812 42.00880199)"
"2018","251213","Burnham Park Plaza Condo","Submitted","40 E. 9th St.","60605","3.0","false","LOOP","Multifamily Housing","418,548","1915","1","17,578","44","15,340,833.1","13,176,167.3",,,,"68.1","135.7","66.9","133.7","3,252","7.8","41.8707805","-87.62641571","POINT (-87.62641571 41.8707805)"
"2018","242935","The New York Private Residences (242935)","Submitted","3660 North Lake Shore Drive","60613","2.0","false","LAKE VIEW","Multifamily Housing","623,956","1987","1","27,718","44","21,379,059.7","29,387,962.7",,,,"81.4","145.4","82.2","146.3","5,117.6","8.2","41.94952976","-87.64585718","POINT (-87.64585718 41.94952976)"
"2018","251239","THC YT LLC","Submitted","2701 S Indiana Ave","60616","1.0","false","DOUGLAS","Multifamily Housing","234,378","1969","3","26,832","6","5,392,727.4","38,104,455.1",,,,"185.6","235.1","179.1","227.7","2,921.1","12.5","41.84458973","-87.62200981","POINT (-87.62200981 41.84458973)"
"2018","252246","Pritzker College Prep","Submitted","4131 W Cortland St","60639","2.0","false","HERMOSA","K-12 School","65,655","1901","1","648","50","1,979,607.6","4,507,449.5",,,,"98.8","156.5","99.2","156.7","568.7","8.7","41.91527261","-87.73026634","POINT (-87.73026634 41.91527261)"
"2018","101813","150 N. Michigan Ave","Submitted","150 N. Michigan Ave","60601","4.0","false","LOOP","Office","708,981","1984","1","5,963","65","35,690,373","61,140.6",,,,"50.4","141","49.6","138.7","5,940.8","8.4","41.88483521","-87.62496769","POINT (-87.62496769 41.88483521)"
"2018","251325","Belden-Racine Hall","Submitted","2311 N. Racine","60614","3.0","false","LINCOLN PARK","College/University","68,245","2000","1","236",,"1,430,426.4","4,394,886",,,,"85.4","126.3","86.6","127.6","471.4","6.9","41.92390285","-87.65817716","POINT (-87.65817716 41.92390285)"
"2018","255190","1241 N Milwaukee","Submitted","1241 N Milwaukee Avenue","60622","4.0","false","WEST TOWN","Multifamily Housing","68,825","2017","1","1,782","94","1,997,313.1","114,974.4",,,,"30.7","83","30.7","83","338.4","4.9","41.90422","-87.67412","POINT (-87.67412 41.90422)"
"2018","102705","65 E. Goethe Condominium Association","Submitted","65 E Goethe","60610","1.0","false","NEAR NORTH SIDE","Multifamily Housing","126,330","2001","1","1,758","1","9,123,623.2","12,131,885.9",,,,"168.3","303.1","165.8","298.4","2,162.2","17.1","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)"
"2018","255948","Spoke","Submitted","728-738 North Morgan Street","60642","3.5","false","WEST TOWN","Multifamily Housing","347,449","2017","2",,"75","11,791,305.6","10,620,937.4",,,,"64.5","127.1","63.6","124.5","2,525.8","7.3","41.89598","-87.66056","POINT (-87.66056 41.89598)"
"2018","158158","Travelodge by Wyndham Downtown Chicago","Not Submitted","61 67 E HARRISON ST","60605","0.0","false","LOOP",,"132,718",,"1","3,539",,,,,,,,,,,,,"41.86863212","-87.62730687","POINT (-87.62730687 41.86863212)"
"2018","251231","The Scott Residences","Submitted","211 W Scott","60610","2.0","false","NEAR NORTH SIDE","Multifamily Housing","72,639","2014","1","2,371","17","3,887,704.5","2,629,330",,,,"89.7","187.9","88.7","184.2","786.4","10.8","41.90492512","-87.63490115","POINT (-87.63490115 41.90492512)"
"2018","157208","400 South Jefferson","Submitted","400 South Jefferson Street","60607","4.0","false","NEAR WEST SIDE","Office","275,487","1946","1","2,058","83","8,024,235.8","6,787,222.1",,,,"53.8","107.4","53.7","106.4","1,695.4","6.2","41.87626348","-87.64310358","POINT (-87.64310358 41.87626348)"
"2018","103651","425 South Financial","Submitted","425 South Financial Place (440 South LaSalle)","60605","2.5","false","LOOP","Office","1,157,744","1984","1","23,067","60","88,821,900.5","1,189,749.6",,,,"77.7","215.9","76.9","213.5","14,840","12.8","41.87595944","-87.63219354","POINT (-87.63219354 41.87595944)"
"2018","245071","Lake Shore Condominium Assn.","Submitted","1440 N. Lake Shore Dr.","60610","2.5","false","NEAR NORTH SIDE","Multifamily Housing","376,600","1961","1","12,050","53","7,590,157.8","26,164,886.1",,,,"89.6","129.4","90.2","128.8","2,652.5","7","41.90899977","-87.62663916","POINT (-87.62663916 41.90899977)"
"2018","252091","1301 East 47th Street","Submitted","1301 East 47th Street","60653","3.0","false","KENWOOD","Other - Recreation","92,000","1999","1","270",,"2,790,609.6","7,773,598.7",,,,"114.8","173.7","114.8","173.7","877.2","9.5","41.80917058","-87.59395543","POINT (-87.59395543 41.80917058)"
"2018","159100","1111 N. Dearborn Apartments","Submitted","1111 N. Dearborn","60610","2.5","false","NEAR NORTH SIDE","Multifamily Housing","330,974","1986","1","11,903","52","6,990,526.1","23,143,175.4",,,,"91","132.6","91.3","131.3","2,392.2","7.2","41.90216178","-87.62945783","POINT (-87.62945783 41.90216178)"
"2018","172786","The Woodlands of Bronzeville Condominium Association","Not Submitted","619 645 E WOODLAND PARK","60616","0.0","false","DOUGLAS",,"101,941",,"1",,,,,,,,,,,,,,"41.84550365","-87.63055693","POINT (-87.63055693 41.84550365)"
"2018","160369","2019 - 6040 S Harper","Submitted","6040 S. Harper Ave","60637","4.0","false","WOODLAWN","Multifamily Housing","132,000","1975","1","19,057","100","2,589,311.2",,,,,"19.6","54.9","19.5","54.7","430.8","3.3","41.78519808","-87.58857898","POINT (-87.58857898 41.78519808)"
"2018","175296","5623 W WASHINGTON BLVD","Not Submitted","5623 W WASHINGTON BLVD","60644","0.0","false","AUSTIN",,"56,030",,"1",,,,,,,,,,,,,,"41.88039405","-87.75826967","POINT (-87.75826967 41.88039405)"
"2018","102452","Regenstein Library","Submitted","1100 East 57th Street","60637","2.0","false","HYDE PARK","Library","604,950","1971","1",,,"22,444,183.8",,"45,132,470.5","13,783,558.2",,"134.5","214.4","134.6","214.5","7,457","12.3","41.79221307","-87.59994981","POINT (-87.59994981 41.79221307)"
"2018","251499","Jahn World L-CPS","Submitted","3149 N Wolcott Ave","60657","3.5","false","NORTH CENTER","K-12 School","83,029","1908","1","1,206","71","1,351,929.6","3,922,605",,,,"63.5","95.2","61.3","92.9","433.3","5.2","41.93918165","-87.67522067","POINT (-87.67522067 41.93918165)"
"2018","251572","Barton Eleme-CPS","Submitted","7650 S Wolcott Ave","60620","1.0","false","AUBURN GRESHAM","K-12 School","82,203","1928","1","1,513","6","4,329,671","5,413,637.6",,,,"118.5","216.6","114.4","210.8","1,007.8","12.3","41.75450541","-87.67138593","POINT (-87.67138593 41.75450541)"
"2018","251783","Parish_OurLadyofVictory","Submitted","5212 W. Agatite Ave.","60630","4.0","false","PORTAGE PARK","Other","120,233","1927","5",,,"383,639.1","5,808,040",,,,"51.5","59.7","52.6","60.7","372.3","3.1","41.96182789","-87.75824707","POINT (-87.75824707 41.96182789)"
"2018","160242","Chatham Park Village Cooperative","Not Submitted","737 E 83rd Pl","60619","0.0","false","CHATHAM",,"461,300",,"1",,,,,,,,,,,,,,"41.743539","-87.60603","POINT (-87.60603 41.743539)"
"2018","233452","Dearborn Elm Condominium Association","Submitted","1155 N Dearborn","60610","2.0","false","NEAR NORTH SIDE","Multifamily Housing","111,011","2002","1","2,774","27","3,870,351","7,596,401.9",,,,"103.3","169.5","103.1","169.3","1,047.4","9.4","41.9034538","-87.62967614","POINT (-87.62967614 41.9034538)"
"2018","133059","Plaisance Apartments","Submitted","6104 S. Woodlawn Ave","60637","3.0","false","WOODLAWN","Multifamily Housing","57,000","1920","1","2,482","67","1,142,194.3","4,599,660.8",,,,"100.7","140.8","99.7","138.1","434.3","7.6","41.78046327","-87.6053081","POINT (-87.6053081 41.78046327)"
"2018","242635","R&D 659 CA","Submitted","659 W. Randolph Street","60661","1.0","false","NEAR WEST SIDE","Multifamily Housing","241,800","2009","1","7,613","30","8,406,495.8","15,939,936.1",,,,"100.7","166.6","101.6","167.2","2,245.2","9.3","41.88401509","-87.64470335","POINT (-87.64470335 41.88401509)"
"2018","251417","Chalmers-CPS","Submitted","2745 W Roosevelt Rd","60608","1.0","false","NORTH LAWNDALE","K-12 School","68,184","1963","1","869","6","3,286,865.9","4,206,929.6",,,,"109.9","199.8","110.4","200.3","770.3","11.3","41.86604466","-87.69546821","POINT (-87.69546821 41.86604466)"
"2018","157971","(IL558) - Michigan Avenue Lofts","Submitted","910 S. Michigan Ave.","60605","3.5","false","LOOP","Multifamily Housing","604,881","1911","1","11,810","73","11,565,970.3","25,100,682.3",,,,"60.6","97.1","58.8","94.3","3,257.4","5.4","41.87031383","-87.62481784","POINT (-87.62481784 41.87031383)"
"2018","254157","5114 N Christiana Ave.","Submitted","5114 N Christiana Ave.","60625","4.0","false","North Park","College/University","73,000","2000","1","416",,"3,803,274.5","1,831,900.1",,,,"77.2","172.2","77.8","172.9","730","10","41.8842525","-87.63245","POINT (-87.63245 41.8842525)"
