"Data Year","ID","Property Name","Reporting Status","Address","ZIP Code","Chicago Energy Rating","Exempt From Chicago Energy Rating","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","Water Use (kGal)","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location"
"2018","160450","Sono East","Submitted","840 West Blackhawk","60642","1.0","false","NEAR NORTH SIDE","Multifamily Housing","317,997","2012","1","11,031","8","7,916,290.4","38,912,696.2",,,,"147.3","198.2","147.2","197.9","3,383.8","10.6","41.908557","-87.649735","POINT (-87.649735 41.908557)"
"2018","158394","180 North Michigan","Submitted","180 N Michigan","60601","3.0","false","LOOP","Office","231,521","1927","1","4,155","58","10,188,197.9","2,146,280",,"4,808,063.8",,"74","151.8","73.7","151.6","2,062.3","8.9","41.88552372","-87.62497458","POINT (-87.62497458 41.88552372)"
"2018","260116","2019 - 3812 S Michigan","Submitted","3812 S. Michigan","60609","4.0","false","DOUGLAS","Multifamily Housing","71,987","1971","1","8,253","100","235,413.1",,,,,"3.3","9.2",,,"39.2","0.5","41.82021138","-87.61246867","POINT (-87.61246867 41.82021138)"
"2018","105391","Southland Preservation","Exempt","6253 S MICHIGAN AVE","60637",,"true","WASHINGTON PARK",,"223,560",,"1","22,984",,,,,,,,,,,,,"41.78046327","-87.6053081","POINT (-87.6053081 41.78046327)"
"2018","244523","933 Van Buren Condominium Association","Submitted","933 W. Van Buren St.","60607","4.0","false","NEAR WEST SIDE","Multifamily Housing","300,015","2003","1","9,384","81","6,427,836.1","11,131,894.4",,,,"58.5","98.9","56.4","95.4","1,660.6","5.5","41.87626053","-87.65105172","POINT (-87.65105172 41.87626053)"
"2018","175526",,"Exempt","8101 8125 S INGLESIDE AVE","60619",,"true","CHATHAM",,"95,925",,"1","2,603",,,,,,,,,,,,,"41.74401302","-87.60549928","POINT (-87.60549928 41.74401302)"
"2018","158438","Realtor Building","Submitted","430 N. Michigan Ave","60611","4.0","false","NEAR NORTH SIDE","Office","264,980","1962","1","3,416","49","13,633,499","8,014,443.1",,,,"81.7","175.8","80.3","174.4","2,693.8","10.2","41.8903758","-87.62467983","POINT (-87.62467983 41.8903758)"
"2018","158083","Renaissance Ohare","Submitted","8500 west bryn mawr ave","60631","3.5","false","OHARE","Hotel","314,254","2003","1","9,380","56","15,520,283.8","18,428,205.7",,,,"108","199.9","109.1","200.1","3,560.8","11.3","41.98244678","-87.84101094","POINT (-87.84101094 41.98244678)"
"2018","105852","7100 South Shore","Submitted","7100 S. South Shore","60649","2.5","false","SOUTH SHORE","Multifamily Housing","185,630","1923","1","7,874","57","1,586,519.9","16,495,735.2",,,,"97.4","117.2","99","118.9","1,140.1","6.1","41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2018","117014","227-Senior Suites-Belmont Cragin","Submitted","6045 West Grand Avenue","60639","2.0","false","BELMONT CRAGIN","Senior Care Community","60,000","1996","1","4,489","43","1,732,821.7","4,245,200.2",,,,"99.6","155.2","99.6","154.2","513.8","8.6","41.92039417","-87.75616669","POINT (-87.75616669 41.92039417)"
"2018","250132","Yards Forman Mills","Submitted","4520 South Damen Ave.","60609","1.0","false","NEW CITY","Retail Store","52,875","1990","1",,"21","2,688,821.8","2,302,241.5",,,,"94.4","188.1","91.9","183.6","569.6","10.8","41.80939464","-87.67500128","POINT (-87.67500128 41.80939464)"
"2018","173870","Coronado Apartments LLC","Submitted","1061 W. Rosemont Ave.","60660","4.0","false","EDGEWATER","Multifamily Housing","80,500","1927","1","4,224","94","1,181,503.9","4,535,022.4",,,,"71","100.2","70.4","99.6","437.4","5.4","41.99090057","-87.66660744","POINT (-87.66660744 41.99090057)"
"2018","173927","Catholic Theological Union - Residence Hall","Submitted","5401 S. Cornell Ave.","60615","3.0","false","HYDE PARK","Residence Hall/Dormitory","90,770","1924","1","2,087","62","4,714,889.3","1,456,400",,,,"68","162.3","67","159.1","861.7","9.5","41.79809371","-87.5847824","POINT (-87.5847824 41.79809371)"
"2018","161628","InterAmericn-CPS","Submitted","851 W Waveland Ave","60613","3.5","false","LAKE VIEW","K-12 School","110,443","1915","1","807","78","1,816,139.7","5,420,657.6",,,,"65.5","97.6","63.8","95.9","590.1","5.3","41.94850093","-87.65141077","POINT (-87.65141077 41.94850093)"
"2018","138293","4617 4625 N SHERIDAN RD","Not Submitted","4617 4625 N SHERIDAN RD","60640","0.0","false","UPTOWN",,"51,699",,"1","6,538",,,,,,,,,,,,,"41.97223008","-87.6645957","POINT (-87.6645957 41.97223008)"
"2018","119323","#1976 Lincoln Park","Submitted","2647 2679 N Halsted St","60614","1.0","false","LINCOLN PARK","Retail Store","80,069","2003","1","477","14","7,271,009.5","725,879",,,,"99.9","263.8","97.7","257.8","1,248.2","15.6","41.93099766","-87.64894109","POINT (-87.64894109 41.93099766)"
"2018","103733","International Tower","Submitted","8550 W. Bryn Mawr","60631","2.5","false","OHARE","Office","310,839","1969","1","4,101","43","15,886,845.2","20,743,069.8",,,,"117.8","213.2","117.7","213","3,744.8","12","41.981083","-87.840286","POINT (-87.840286 41.981083)"
"2018","157347","Blackhawk and Halstead","Submitted","1460 N. Halsted","60642",,"true","NEAR NORTH SIDE","Mixed Use Property","222,851","2008","2","2,089",,"4,768,307.5","6,006,101.3",,,,"48.3","88.2","48.6","88","1,112.3","5","41.90814731","-87.64882424","POINT (-87.64882424 41.90814731)"
"2018","250133","70800789 -- 47th ~ Damen","Submitted","4620 South Damen Avenue","60609","3.0","false","NEW CITY","Supermarket/Grocery Store","76,290","2003","1","2,021","68","9,044,707","3,882,283.3",,,,"169.4","385.4","169.6","385.3","1,710.9","22.4","41.80988111","-87.67451119","POINT (-87.67451119 41.80988111)"
"2018","174289","770 N. Halsted St.","Submitted","770 N. Halsted St.","60642","3.0","false","WEST TOWN","Office","151,000","1905","1","219","56","12,059,758.4",,,,,"79.9","223.6","73.6","206.1","2,006.3","13.3","41.89612","-87.647759","POINT (-87.647759 41.89612)"
"2018","251341","The Legacy at Millennium Park","Submitted","60 East Monroe St","60603","1.0","false","LOOP","Multifamily Housing","815,605","2009","1","14,527","13","43,093,287","8,093,806.3",,"18,917,926.9",,"86","179.5","84.4","175.6",,,"41.880821","-87.62572","POINT (-87.62572 41.880821)"
"2018","244503","5000 East End Condominium Association","Submitted","5000 East End Ave.","60615","3.0","false","KENWOOD","Multifamily Housing","234,944","1928","1","5,244","64","2,788,149.9","19,565,324.9",,,,"95.1","120.7","96.4","121.4","1,503.1","6.4","41.80422316","-87.58577365","POINT (-87.58577365 41.80422316)"
"2018","252126","08270 - Ford City 14","Submitted","7601 South Cicero Avenue","60652","2.0","false","WEST LAWN","Movie Theater","72,545","1990","1","48,037",,"7,217,376.3","4,683,310.1",,,,"164","346.4","169.4","359.3","1,449.5","20","41.75582921","-87.73699268","POINT (-87.73699268 41.75582921)"
"2018","121587","1550 S Indiana","Submitted","1550 S Indiana","60605",,"true","NEAR SOUTH SIDE","Mixed Use Property","90,000","1910","1",,,"2,185,447.4","3,388,775.7",,,,"61.9","107.5","60.3","104.6","543.6","6","41.86863212","-87.62730687","POINT (-87.62730687 41.86863212)"
"2018","254378","2019 - 4820 N Kedzie Ave","Submitted","4820 N Kedzie Ave","60625","4.0","false","Albany Park","Senior Care Community","60,000","2014","1","2,510","100","1,349,684.8",,,,,"22.5","63","21.8","61","224.5","3.7","41.97396207","-87.6928562","POINT (-87.6928562 41.97396207)"
"2018","251605","Fulton Elementary -CPS","Exempt","5300 S Hermitage Ave","60609",,"true","NEW CITY",,"98,000",,"1","346",,,,,,,,,,,,,"41.79731177","-87.66870733","POINT (-87.66870733 41.79731177)"
"2018","103781","625 N Michigan Avenue- SOLD","Submitted","625 N Michigan Avenue","606114594","4.0","false","NEAR NORTH SIDE","Office","359,409","1969","1","4,499","82","12,462,835","11,817,690.2",,,,"67.6","131.6","64.9","127.7","2,701.1","7.5","41.893122","-87.624155","POINT (-87.624155 41.893122)"
"2018","102409","Senn Achieve-CPS","Submitted","5900 N GLENWOOD AVE","60660","1.5","false","EDGEWATER","K-12 School","291,204","1912","1","4,077","39","12,304,654.7","20,564,473.9",,,,"112.9","192.5","113","192.6","3,139.3","10.8","41.98901511","-87.66668203","POINT (-87.66668203 41.98901511)"
"2018","102029","Drexel Grand","Submitted","5220 S Drexel Avenue","60615","2.5","false","HYDE PARK","Multifamily Housing","53,092","1926","1","2,005","52","1,990,755.3","1,087,900",,,,"58","126.5","57","123.4","389","7.3","41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2018","255965","(IL367) - 5430 N. Sheridan Condo","Submitted","5430 N. Sheridan Road","60640","4.0","false","EDGEWATER","Multifamily Housing","82,133","2008","1","2,073","86","1,592,980.9","3,912,856.4",,,,"67","104.3","65.2","102","472.8","5.8","41.96846","-87.65661","POINT (-87.65661 41.96846)"
"2018","250113","William Castleman Apartments","Submitted","4945 N SHERIDAN RD","60640","2.0","false","UPTOWN","Multifamily Housing","149,600","1967","1","14,589","50","2,826,169.8","12,997,217",,,,"105.8","144.1","107.3","145.7","1,160.5","7.8","41.97298081","-87.65453676","POINT (-87.65453676 41.97298081)"
"2018","130453","833 West Jackson","Submitted","833 West Jackson","60607","4.0","false","NEAR WEST SIDE","Office","64,998","1930","1","394","66","2,510,160.6","1,922,724.1",,,,"68.2","139.2","66.4","137.3","519.7","8","41.87773944","-87.64874491","POINT (-87.64874491 41.87773944)"
"2018","141122","6801 6813 N SHERIDAN RD","Not Submitted","6801 6813 N SHERIDAN RD","60626","0.0","false","ROGERS PARK",,"100,000",,"1","7,098",,,,,,,,,,,,,"42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2018","159560","Eugenie Terrace","Submitted","1730 N Clark Street","60614","3.0","false","LINCOLN PARK","Multifamily Housing","621,923","1987","1","16,991","41","16,196,801.5","41,400,740.4",,,,"92.6","142.8","93.7","143.9","4,893.6","7.9","41.91378263","-87.63384039","POINT (-87.63384039 41.91378263)"
"2018","255923",,"Exempt","1636 W Adams St","60612",,"true","NEAR WEST SIDE",,"58,298",,"1","142",,,,,,,,,,,,,"41.8776449","-87.6741299","POINT (-87.6741299 41.8776449)"
"2018","103205","7260 S SOUTH SHORE DR","Not Submitted","7260 S SOUTH SHORE DR","60649","0.0","false","SOUTH SHORE",,"99,523",,"1","1,588",,,,,,,,,,,,,"41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2018","113086","1001 Madison Condominium Association","Submitted","1001 W Madison","60607","4.0","false","NEAR WEST SIDE","Multifamily Housing","127,900","2005","1","4,597","81","3,640,825.8","4,346,341",,,,"62.4","115.4","60.2","111.5","836.6","6.5","41.87399385","-87.651678","POINT (-87.651678 41.87399385)"
"2018","251704","ArmstrongInt-CPS","Submitted","2110 W Greenleaf Ave","60645","1.0","false","WEST RIDGE","K-12 School","147,016","1912","1","566","7","7,347,687.4","10,649,213.2",,,,"122.4","216","119.9","213.3","1,788","12.2","42.01059222","-87.68459629","POINT (-87.68459629 42.01059222)"
"2018","173733","(IL600) - 2336 N. Commonwealth","Submitted","2336 N. Commonwealth","60657","4.0","false","LINCOLN PARK","Multifamily Housing","55,338","1969","1","2,070","96","228,348.1","3,041,987.2",,,,"59.1","69.3","60.1","70.3","199.6","3.6","41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)"
"2018","175461","1818 1828 E 72ND ST","Not Submitted","1818 1828 E 72ND ST","60649","0.0","false","SOUTH SHORE",,"72,105",,"1","1,074",,,,,,,,,,,,,"41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2018","255929","Mansueto High School","Submitted","2911 W 47th St","60632","1.0","false","BRIGHTON PARK","K-12 School","67,000","2017","1","416","15","3,199,800.2","4,717,023.1",,,,"118.2","207.6","119.5","209.8","782.9","11.7","41.81528","-87.70264","POINT (-87.70264 41.81528)"
"2018","141170","(IL359) - Madison Manor 2","Submitted","910-920 W. Madison St","60607","4.0","false","NEAR WEST SIDE","Multifamily Housing","197,771","2002","1","3,820","100","2,520,024.7","5,043,508.2",,,,"38.2","62.5","36.7","60","687.1","3.5","41.87399385","-87.651678","POINT (-87.651678 41.87399385)"
"2018","254173","Sullivan Station Apartments","Submitted","1060 E 41st St","60653","3.5","false","Oakland","Multifamily Housing","98,160","2010","1","3,098","80","2,402,355.1","4,376,958.8",,,,"69.1","115.3","68.9","113.7","632.1","6.4","41.8203237","-87.64564","POINT (-87.64564 41.8203237)"
"2018","114120","1169 S Plymouth Condominium Association","Submitted","1169 S Plymouth","60605","2.0","false","LOOP","Multifamily Housing","120,000","1978","1","9,416","49","4,847,407.9","3,711,452.5",,,,"71.3","145.6","69.7","140.7","1,003.6","8.4","41.86863212","-87.62730687","POINT (-87.62730687 41.86863212)"
"2018","101816","5041 - North Bridge Block 119 and 120","Submitted","43 E Ohio St","60611","3.0","false","NEAR NORTH SIDE","Enclosed Mall","450,811","1980","1","23,561",,"12,363,682.3","53,292,358.9",,,,"145.6","200.9","142.7","197.8","4,887.5","10.8","41.89210858","-87.6262422","POINT (-87.6262422 41.89210858)"
"2018","100396","St. Rita of Cascia High School","Submitted","7740 South Western Avenue","60620","4.0","false","ASHBURN","K-12 School","271,745.5","1960","1","2,135","65","5,413,219.9","15,600,997.3",,,,"77.3","116.1","77.3","116.1","1,729.2","6.4","41.75293115","-87.68297148","POINT (-87.68297148 41.75293115)"
"2018","254367","GEMS World Academy Chicago","Not Submitted","350 E SOUTH WATER ST","60601","0.0","false","Loop",,"83,200",,"1","1,981",,,,,,,,,,,,,"41.8858198","-87.62537143","POINT (-87.62537143 41.8858198)"
"2018","251918","1309 N Wells","Submitted","1309 N Wells St","60610","2.0","false","NEAR NORTH SIDE","Multifamily Housing","115,503","1990","1","2,708","42","2,636,971","8,557,763.3",,,,"96.9","141.7","93.9","136.8","893.2","7.7","41.90604144","-87.63411225","POINT (-87.63411225 41.90604144)"
"2018","251227","372 West Ontario Street","Submitted","372 West Ontario Street","60611","4.0","false","NEAR NORTH SIDE","Office","50,078","1910","1","221","81","1,535,536.5","1,525,610",,,,"61.1","117.8","61.3","117.9","336.5","6.7","41.89315786","-87.63853058","POINT (-87.63853058 41.89315786)"
"2018","101407","(IL553) - CA 23","Submitted","23 N. Aberdeen","60607","4.0","false","NEAR WEST SIDE","Multifamily Housing","120,905","2012","2","2,000","100","1,470,517.4","3,961,283.2",,,,"44.9","68.5","43.4","66.8","455","3.8","41.87399385","-87.651678","POINT (-87.651678 41.87399385)"
"2018","250059","311 City Services","Submitted","2111 W. Lexington","60612","1.0","false","NEAR WEST SIDE","Office","59,000","1990","1","1,242","8","6,130,657.7","2,201,661.8",,,,"141.2","330.1","139.8","329.3","1,136.9","19.3","41.8722729","-87.68061985","POINT (-87.68061985 41.8722729)"
"2018","251598","Joplin Elementary -CPS","Exempt","7931 S Honore St","60620",,"true","AUBURN GRESHAM",,"89,361",,"1","1,242",,,,,,,,,,,,,"41.74949662","-87.66912941","POINT (-87.66912941 41.74949662)"
"2018","103759","Headquarters","Submitted","547 W. Jackson Blvd.","60661","2.0","false","NEAR WEST SIDE","Office","347,691","1922","1","6,586","39","21,806,825.6","10,445,606.8",,,,"92.8","207.2","90.9","204.4","4,182.7","12","41.878003","-87.641471","POINT (-87.641471 41.878003)"
"2018","240540","Residences at RiverBend","Submitted","333 N Canal","60606","2.0","false","NEAR WEST SIDE","Multifamily Housing","489,780","2002","1","5,429","27","21,543,531.8","11,733,541.4",,,,"67.9","148.3","67.2","146.1","4,207.3","8.6","41.88743729","-87.63948358","POINT (-87.63948358 41.88743729)"
"2018","251513","Dawes Elemen-CPS","Submitted","3810 W 81st Place","60652","3.0","false","ASHBURN","K-12 School","84,069","1954","1",,"63","1,431,757.1","4,597,063.9",,,,"71.7","105.1","69.4","102.7","482.4","5.7","41.745032","-87.717215","POINT (-87.717215 41.745032)"
"2018","105864","Navy Pier, Inc.","Submitted","600 E Grand Ave","60611",,"true","NEAR NORTH SIDE","Mixed Use Property","1,150,000","1914","1","42,818",,"112,087,816.7","96,647,079.9",,,,"181.5","361.2","179.3","355","23,780.8","20.7","41.89174315","-87.60470217","POINT (-87.60470217 41.89174315)"
"2018","172145","Mount Carmel High School","Submitted","6410-28 south dante avenue","60637-3896","4.0","false","WOODLAWN","K-12 School","150,110","1924","4",,"81","2,942,695.1","6,939,779.8",,,,"65.8","103.4","65.9","103.7","858.2","5.7","41.7777989","-87.59017946","POINT (-87.59017946 41.7777989)"
"2018","158740","Lakeview East Cooperative","Submitted","707 W. Waveland Ave.","60613","2.0","false","LAKE VIEW","Multifamily Housing","234,695","1973","1","12,663","24","4,527,202","20,498,864.6",,,,"106.6","145.7","107.1","146.2","1,842","7.8","41.94929285","-87.64691569","POINT (-87.64691569 41.94929285)"
"2018","175494",,"Exempt","1415 N DAYTON ST","60642",,"true","NEAR NORTH SIDE",,"56,200",,"1","450",,,,,,,,,,,,,"41.90676326","-87.64907888","POINT (-87.64907888 41.90676326)"
"2018","101560","IL0054ZZ - CLARK FEDERAL BLDG","Submitted","536 S CLARK STREET","60605","1.5","false","LOOP","Office","636,217","1912","1","8,188","25","33,446,771.5","43,028,881.1",,,,"120.2","218.2","118.2","216.3","7,849.8","12.3","41.87500832","-87.63122808","POINT (-87.63122808 41.87500832)"
"2018","256406","8816","Submitted","375 E Chicago Ave","60611","2.0","false","NEAR NORTH SIDE","College/University","388,282","1978","1","2,105",,"17,767,990","34,270,271.3",,,,"134","220.8","134.1","220.8","4,776.2","12.3","41.89837","-87.62281702","POINT (-87.62281702 41.89837)"
"2018","239540","The Gold Coast Condo Association (71 E. Division St.)","Submitted","71 E. Division","60610","4.0","false","NEAR NORTH SIDE","Multifamily Housing","211,795","1975","1","2,557","95","4,994,280.9","3,186,448.1",,,,"38.6","81.8","38","80.1","1,000.1","4.7","41.90376285","-87.62612567","POINT (-87.62612567 41.90376285)"
"2018","172705","Ridgemoor Estates Condominium Association IV","Submitted","6460 W Belle Plaine Ave","60634","4.0","false","DUNNING","Multifamily Housing","51,100","1989","1","1,622","99","597,519.7","2,765,480.3",,,,"65.8","89.6","66.3","89.1","246.3","4.8","41.94530408","-87.80186746","POINT (-87.80186746 41.94530408)"
"2018","254382","William Eckhardt Research Center (ERC)","Submitted","5640 S. Ellis Ave.","60637","1.0","false","Hyde Park","Laboratory","284,391","2015","1","8,542",,"39,130,010.2",,"58,230,903.1","56,980,545",,"542.7","813.9","538.2","808.9","13,379.2","47","41.78040086","-87.60270024","POINT (-87.60270024 41.78040086)"
"2018","112954","1515 W. MORSE LLC","Submitted","1515 W MORSE AVE","60626","4.0","false","ROGERS PARK","Multifamily Housing","62,072","1972","1","4,143","70","816,989.8","4,681,237.5",,,,"88.6","116","90.1","116.4","384.6","6.2","42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2018","260101","2019 - 4747 S King Dr","Submitted","4747 S. Martin Luther King Drive","60615","4.0","false","GRAND BOULEVARD","Multifamily Housing","245,150","1973","1","22,231","100","3,370,676.9",,,,,"13.7","38.5","13.6","38.2","560.8","2.3","41.80776255","-87.61618581","POINT (-87.61618581 41.80776255)"
"2018","101799","200 South Wacker Property LLC","Submitted","200 South Wacker Drive","60606","2.5","false","LOOP","Office","755,955","1981","1","9,573","47","54,526,796.7",,,,,"72.1","202","70.9","198.5","9,071.3","12","41.87902474","-87.63734431","POINT (-87.63734431 41.87902474)"
"2018","100417","Marist High School","Submitted","4200 W 115th Street","60655","3.5","false","MOUNT GREENWOOD","K-12 School","250,000","1963","1","5,211","74","4,613,337.9","13,629,105",,,,"73","108.9","72.6","108.6","1,491.4","6","41.68539508","-87.72369345","POINT (-87.72369345 41.68539508)"
"2018","164787","Advocate Healthcare Center (Beverly Center)","Submitted","9831 South Western Avenue","60643","2.0","false","BEVERLY","Medical Office","59,345","1985","1","1,601","41","6,599,480.2",,,,,"111.2","311.4","110.5","309.4","1,097.9","18.5","41.71458844","-87.68148367","POINT (-87.68148367 41.71458844)"
"2018","251607","Nash Elementary, Henry H -CPS","Exempt","4837 W Erie St","60644",,"true","AUSTIN",,"136,485",,"1","917",,,,,,,,,,,,,"41.89203698","-87.7473847","POINT (-87.7473847 41.89203698)"
"2018","173872","North Shore Baptist Church","Submitted","5244 N. Lakewood Ave.","60640","2.5","false","EDGEWATER","Worship Facility","50,000","1952","1","188","59","491,894.4","2,543,454",,,,"60.7","81",,,"216.9","4.3","41.97770539","-87.66277713","POINT (-87.66277713 41.97770539)"
"2018","251459","Casals Eleme-CPS","Submitted","3501 W Potomac Ave","60651","1.0","false","HUMBOLDT PARK","K-12 School","66,550","1988","1","771","12","3,005,859.1","4,067,625.4",,,,"106.3","190.6","103.5","183.6","716.1","10.8","41.90419008","-87.71412545","POINT (-87.71412545 41.90419008)"
"2018","121093","Costco #1107 South Loop","Submitted","1430 S. Ashland Ave","60608","4.0","false","NEAR WEST SIDE","Supermarket/Grocery Store","156,788","2012","1","6,423","79","13,694,461.2","15,999,189.9",,,,"189.4","351.7","191.1","353.2","3,128.1","20","41.86202556","-87.66781544","POINT (-87.66781544 41.86202556)"
"2018","251434","Nicholson Ma-CPS","Submitted","6006 S Peoria St","60621","1.0","false","ENGLEWOOD","K-12 School","66,000","1958","1","1,294","20","1,841,363.6","5,698,664.2",,,,"114.2","168.8","110.9","164.7","609","9.2","41.78449033","-87.64768152","POINT (-87.64768152 41.78449033)"
"2018","251701","UIC College Prep","Submitted","1231 S Damen","60608","3.0","false","NEAR WEST SIDE","K-12 School","83,646","1884","1","1,063","62","1,973,457.8","5,520,797.3",,,,"89.6","135.4",,,"621.5","7.4","41.86522856","-87.6759051","POINT (-87.6759051 41.86522856)"
"2018","164090","The Salvation Army Adult Rehabilitation Center","Submitted","2258 N. Clybourn Avenue","60614","4.0","false","LINCOLN PARK","Other - Lodging/Residential","54,216","1955","1","868",,"366,039.4","3,114,500.1",,,,"64.2","79.2","61.6","76.2","226.3","4.2","41.92285815","-87.66661993","POINT (-87.66661993 41.92285815)"
"2018","175692","Hunter Properties, Inc. (1055 W. Catalpa Ave.)","Submitted","1055 W. Catalpa Ave.","60640","3.5","false","EDGEWATER","Multifamily Housing","67,650","1969","1","4,668","79","998,068","4,928,288.5",,,,"87.6","117.8","88","117.1","427.8","6.3","41.97223008","-87.6645957","POINT (-87.6645957 41.97223008)"
"2018","127877","Howard & Western Shopping Center","Submitted","7510-7578 North Western Avenue","60645","3.0","false","WEST RIDGE","Retail Store","69,302","1957","1","698",,"4,072,003.6","1,698,748.1",,,,"83.3","190.3","84","191","767.7","11.1","42.01798909","-87.69083907","POINT (-87.69083907 42.01798909)"
"2018","159565","(IL542) - The Warick","Submitted","1501 N State Parkway","60610","2.5","false","NEAR NORTH SIDE","Multifamily Housing","215,384","1974","1","4,374","34","8,380,871.7","5,188,995",,,,"63","134.2","62.2","131.5","1,669.9","7.8","41.90977128","-87.62842476","POINT (-87.62842476 41.90977128)"
"2018","251632","Curtis Eleme-CPS","Submitted","32 E 115th St","60628","4.0","false","ROSELAND","K-12 School","103,610","1972","1",,"68","3,674,492","235,487.5",,,,"37.7","101.7","38","102.5","623.8","6","41.68566536","-87.62175945","POINT (-87.62175945 41.68566536)"
"2018","251727","Urban Prep West","Exempt","1326 W 14th Place","60608",,"true","NEAR WEST SIDE",,"166,800",,"1","1,228",,,,,,,,,,,,,"41.86270134","-87.6602096","POINT (-87.6602096 41.86270134)"
"2018","165606","Museum of Contemporary Art","Submitted","220 E. Chicago Avenue","60611","3.0","false","NEAR NORTH SIDE","Museum","300,000","1996","2","5,351",,"16,631,411.9","7,560,376.3",,,,"80.6","181.7","79.9","179.6","3,168.4","10.6","41.89722484","-87.6210481","POINT (-87.6210481 41.89722484)"
"2018","251441","ChavezCesar-CPS","Submitted","4747 S Marshfield Ave","60609","2.0","false","NEW CITY","K-12 School","74,108","1993","1","1,170","28","3,163,238.6","2,665,609.5",,,,"78.7","157.3","75.7","151.2","667.8","9","41.80741267","-87.66571643","POINT (-87.66571643 41.80741267)"
"2018","115754","Urban Van Buren LP","Submitted","1504 W Van Buren St","60607","1.0","false","NEAR WEST SIDE","Multifamily Housing","51,859","1984","1","6,145","30","2,391,242.2","4,845,862.1",,,,"139.6","227.2","138.8","224.2","655.2","12.6","41.87399385","-87.651678","POINT (-87.651678 41.87399385)"
"2018","101519","239-Senior Suites of Marquette Village","Submitted","7430 S. Rockwell","60629","2.0","false","CHICAGO LAWN","Senior Care Community","77,682","2010","1","4,587","50","2,518,298.3","4,808,399.9",,,,"94.3","155.8","94.4","155.2","674.4","8.7","41.77517105","-87.71389848","POINT (-87.71389848 41.77517105)"
"2018","251767","North Town Village I","Submitted","1311 N Halsted","60642","4.0","false","NEAR NORTH SIDE","Multifamily Housing","101,814","1999","1","3,649","96","1,978,625.6","3,596,745.7",,,,"54.8","91.5","52.8","87.7","520.2","5.1","41.90532123","-87.64808318","POINT (-87.64808318 41.90532123)"
"2018","251470","Dett","Exempt","2101 W Monroe","60612",,"true","NEAR WEST SIDE",,"70,600",,"1","536",,,,,,,,,,,,,"41.87995","-87.679167","POINT (-87.679167 41.87995)"
"2018","175733",,"Exempt","540 N LASALLE ST","60654",,"true","NEAR NORTH SIDE",,"78,168",,"1","625",,,,,,,,,,,,,"41.89186636","-87.63263934","POINT (-87.63263934 41.89186636)"
"2018","160319","500 Lake Shore Drive","Submitted","500 Lake Shore Drive","60611","3.5","false","NEAR NORTH SIDE","Multifamily Housing","716,899","2013","1","10,900","79","17,932,366.5","21,064,378.9",,,,"54.4","100.9","54.6","101.2","4,102.1","5.7","41.892001","-87.614665","POINT (-87.614665 41.892001)"
"2018","252060","Woodlawn Social Services Center","Submitted","950 East 61st Street","60637","2.0","false","WOODLAWN","Office","66,084","1970","1","965","32","2,985,414",,"4,277,982.5",,,"109.9","204.4","106.4","198.1","780.7","11.8","41.78439159","-87.60197356","POINT (-87.60197356 41.78439159)"
"2018","113933","Cranston Condo","Submitted","6929-39 S. Cranston","60649","1.0","false","SOUTH SHORE","Multifamily Housing","111,239","1927","1","4,086","28","944,619","13,827,812.2",,,,"132.8","154.3","127.7","149","891.6","8","41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2018","244360","1720 South Michigan Condominium Association","Submitted","1720 S Michigan","60616","2.0","false","NEAR SOUTH SIDE","Multifamily Housing","528,647","2007","1","19,069","43","19,525,395.2","30,317,674.8",,,,"94.3","163.6","94.3","161.9","4,858.6","9.2","41.85862339","-87.62421069","POINT (-87.62421069 41.85862339)"
"2018","250052","Steinmetz Ac-CPS","Submitted","3030 N MOBILE AVE","60634","3.5","false","BELMONT CRAGIN","K-12 School","398,320","1934","1","3,569","72","7,154,779.8","19,815,797",,,,"67.7","102.5","69","103.9","2,242.8","5.6","41.93560335","-87.7843396","POINT (-87.7843396 41.93560335)"
"2018","175882","5220 S. Pulaski Road","Submitted","5220 S. Pulaski Rd.","60632","4.0","false","WEST ELSDON","Other - Mall","61,159","1985","1","2,468",,"4,457,668.8","12,769.5",,,,"73.1","204.3","73.8","206.2","742.3","12.1","41.79805456","-87.72509155","POINT (-87.72509155 41.79805456)"
